RID,State,District_Name,Place_Name,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
A3MMB5RKFP57N1,MADHYA PRADESH,CHHINDWARA,MOHGAONKALA,7.694264582,184.8363006,22673.03447,5.701063334,,439.6330269,8.857705531,64.97557392,5.707192759,1
AL4M4T6T3JHY3,MADHYA PRADESH,CHHINDWARA,BEL TOLA,8.581428694,186.6016211,20590.71211,3.924182928,366.1318999,384.3056983,9.999397816,66.69397284,3.388448222,1
A3FIUP4KF49FOH,MADHYA PRADESH,CHHINDWARA,SITAPAR,9.888941401,220.638823,19892.38891,7.986456362,326.0765603,460.8124249,14.92917215,59.60280779,3.75016351,1
A2DN52HYY0X7XM,MADHYA PRADESH,CHHINDWARA,HASANPUR,3.426450368,154.7117245,21839.69596,4.965722328,,437.3771806,14.6893506,56.49007685,5.97805394,1
A3UX4TYSZJBJ3R,MADHYA PRADESH,CHHINDWARA,SEEDAP,8.370440489,231.4425533,15063.81497,12.27937418,,422.2938193,15.02708758,67.50300435,3.21063541,1
A3S4IWXSZCN9N7,MADHYA PRADESH,CHHINDWARA,MADHUAKHURD,,204.852187,13286.15658,9.093843421,332.8455445,365.6875204,8.589895535,76.30637565,4.26852452,1
ANMPK1PSQDQ2L,MADHYA PRADESH,CHHINDWARA,BABA TOLA,8.390500572,215.295518,27032.14226,6.553957722,282.859453,443.4455903,12.841611,46.36821941,4.150359337,1
A33B2PH7Y4WC6,MADHYA PRADESH,CHHINDWARA,KARLAI,7.58194468,193.2864626,21675.68287,9.82149852,381.930744,414.8109854,16.10916917,92.60908364,4.833345774,1
A737WEUQM1K1H,MADHYA PRADESH,CHHINDWARA,DEORIMAL,9.850054687,208.740232,35289.23711,8.350110052,337.2097419,462.4801989,10.10514594,50.88600603,4.521836127,1
A263ZEDYD50VAT,MADHYA PRADESH,CHHINDWARA,SIRAS,5.225683807,185.050444,16276.3986,6.617097554,,394.6348677,7.817811637,89.05258819,3.695746982,1
A2VTNMSQLKUPFA,MADHYA PRADESH,CHHINDWARA,DHAMANIYAMAAL,9.663653196,233.487268,13213.57825,10.14993691,293.0746575,326.777803,10.43961937,62.45537307,4.741944305,1
A3NV17B17PFB7G,MADHYA PRADESH,CHHINDWARA,TAP,,158.7629592,26210.11601,4.088762947,,354.8470533,16.00671093,85.3380533,5.010163393,1
A1O3WOX0KBBV3W,MADHYA PRADESH,CHHINDWARA,NAI ABADI,7.935607325,207.0168521,19657.84331,8.604504846,312.3436071,358.8490033,21.22812724,63.77183269,3.619650737,1
A2DRQBOGCTC5HP,MADHYA PRADESH,CHHINDWARA,PACHGAON,8.92814208,197.6485302,27884.43425,8.968576039,,317.5326799,21.49786644,73.01113197,4.111101546,1
A1891H0TIXLDXA,MADHYA PRADESH,CHHINDWARA,SIGODI TOLA,6.920342899,207.8213631,16689.7996,10.03114637,286.4138616,481.9558771,9.77189594,78.29502214,3.266213475,1
A3QOSBTILZ84HY,MADHYA PRADESH,CHHINDWARA,JAMUN TOLA,10.53809844,200.1398287,13867.2442,7.365015093,409.4467298,340.8088228,17.07312308,72.73063948,3.823092676,1
AHMCLSA49GPHK,MADHYA PRADESH,CHHINDWARA,PARSOLI,5.729302912,162.8575851,34573.67879,5.654856361,415.2870722,297.6313652,13.99084222,76.74467672,3.556394812,1
AXZTWAX77RHPG,MADHYA PRADESH,CHHINDWARA,PANJRA,5.335688809,178.6401187,37993.18275,9.772521848,343.2583593,465.0727958,14.83425698,65.32653149,3.921976381,1
A3RB2ZB2KGRZVE,MADHYA PRADESH,CHHINDWARA,BADIWADA,,177.1740208,38977.3308,5.477161308,402.4993928,484.1729533,12.30010681,61.56947695,3.261591731,1
A37FCSX7K7GEFT,MADHYA PRADESH,CHHINDWARA,TIGHRACHAMPAT,6.769834881,177.173258,34596.00187,2.86607303,369.5329965,389.5162861,17.26807363,64.86860788,3.655789569,1
A680RUE1FDO8B,MADHYA PRADESH,CHHINDWARA,LONIKALA,6.848329601,195.4514824,15908.64209,6.241348598,319.2647222,404.2048592,18.93733758,75.3927951,3.732202018,1
A23Q6TN6OK1U51,MADHYA PRADESH,CHHINDWARA,LONIKHURD,,231.1598241,12856.72862,6.977018583,344.4477373,392.5169018,13.21722269,80.95645792,3.30829418,1
A38FWXBFJX210N,WEST BENGAL,NORTH 24 PARAGANAS,SOU PARA,,205.0887889,27064.41841,7.398378636,304.9264751,409.5018417,18.52179155,61.48610514,4.599572634,1
A1AMCR6ISCN2Z6,WEST BENGAL,NORTH 24 PARAGANAS,KAYASTHA PARA,,155.8643817,28224.77418,8.366722755,392.5825823,421.3437362,18.7786961,52.64059396,4.930189986,1
A1C3LSDRPLFZ62,WEST BENGAL,NORTH 24 PARAGANAS,NATUN PARA,8.589202344,233.7279746,7263.056749,6.95330778,268.9713553,258.880209,8.986363424,41.9304389,4.041445671,1
A4D9AIUP1NNIY,WEST BENGAL,NORTH 24 PARAGANAS,MANDAL PARA,8.473649323,182.9971987,36412.48826,6.144665655,,414.3080549,14.25535626,56.73518664,3.487816307,1
A1YQORA01YBBLS,WEST BENGAL,NORTH 24 PARAGANAS,BIBI PARA,7.591346094,199.2553218,25383.76518,7.924616265,318.6104785,416.4456175,20.11882693,48.27120968,4.515150114,1
A7HKP7RBH88IU,WEST BENGAL,NORTH 24 PARAGANAS,PURBA PARA,8.137767883,203.8618673,24172.70331,6.844017626,305.8325797,470.8362645,19.23296141,30.7084213,5.003825786,1
A13KWQGEI9MHG0,WEST BENGAL,NORTH 24 PARAGANAS,UTTAR PARA,5.35256598,150.4952143,27795.73204,5.464057648,445.9383912,422.4225087,16.14451044,78.37484518,4.779187009,1
A16UWS8G26PDN8,WEST BENGAL,NORTH 24 PARAGANAS,DAKHIN PARA,7.998090254,241.0002765,9609.740605,9.842346073,229.5755609,428.8823659,14.99056698,39.84237909,2.626546784,1
A36GDATSF85X7W,WEST BENGAL,NORTH 24 PARAGANAS,PASCHIM PARA,11.89807803,228.1326732,8296.550611,9.899636695,346.6497504,500.1692103,15.48686237,63.52946012,3.024968487,1
A36WE3X9G0DZUZ,WEST BENGAL,NORTH 24 PARAGANAS,DAKHIN PARA,7.442536475,180.8590906,18223.02708,8.577249577,405.3200157,564.7934853,14.76833656,57.7575536,2.191138422,1
A2ZP8BJR5PYLG7,WEST BENGAL,NORTH 24 PARAGANAS,PASCHIMPARA,5.140800528,209.3585612,21407.61429,4.415975931,230.5558558,378.8971896,2.2,86.73722286,4.192257449,1
AFN9QJ7IE89N4,WEST BENGAL,NORTH 24 PARAGANAS,MOROL PARA,,242.4134292,9783.368727,6.400151956,211.8515923,351.9973602,10.40725749,69.90949068,4.626701023,1
AN85IOOEI9IYB,WEST BENGAL,NORTH 24 PARAGANAS,PURBA PARA,6.947915534,219.5943849,10337.5417,10.414781,,453.1519381,14.21379885,61.15029929,3.685079273,1
AHSURYHM6ZZXC,WEST BENGAL,NORTH 24 PARAGANAS,MISTRI PARA,9.622105987,182.9097278,30307.21767,5.657004243,422.4456808,573.3304971,17.69971822,45.90678242,3.975571849,1
A1KFUVZ3BZ59R1,WEST BENGAL,NORTH 24 PARAGANAS,MADHYA PARA,5.361211666,171.315543,24709.72886,4.184890692,366.8149789,490.658747,15.12267225,33.1196126,1.81252894,1
A1T5CH6SHV989P,WEST BENGAL,NORTH 24 PARAGANAS,UTTAR PARA,4.909518983,186.1907032,13652.60203,9.318247597,,460.5667219,12.15945691,89.83020929,3.785506644,1
A1D3F6UI1RTXO0,WEST BENGAL,NORTH 24 PARAGANAS,JELE PARA,6.376408434,182.1210382,33046.72761,5.351533189,362.3521434,350.2363264,7.59251575,66.22567378,5.404045773,1
AF50D40Y85TV3,WEST BENGAL,NORTH 24 PARAGANAS,UTTAR PARA,3.94012546,163.1716531,25911.32168,4.138540037,371.9671798,487.9851851,17.75170539,63.61240285,3.478004808,1
A3G313KLWDG3PW,WEST BENGAL,NORTH 24 PARAGANAS,UTTAR PARA,6.916825973,210.8604386,29263.55407,6.011610979,252.2313296,392.3635858,12.89221011,77.07978001,4.598622246,1
A3NIDDT7E7JIFW,WEST BENGAL,NORTH 24 PARAGANAS,DAKHIN PARA,9.146557556,226.0934249,6787.48466,9.241762922,319.0258086,459.5690214,14.11047624,80.57114619,3.210881939,1
A132DJVI37RB4X,WEST BENGAL,NORTH 24 PARAGANAS,DEEP MEDIA PARA,10.26841472,225.0742181,14694.42062,6.722842909,300.7637719,353.6309129,13.55379641,64.01294427,5.199864588,1
AO2ZY713W85C7,WEST BENGAL,NORTH 24 PARAGANAS,PASCHIM BHOJ PARA,8.787667941,232.4626372,7035.133797,9.306448972,,415.6248817,12.05141657,,3.489945595,1
A1UHRRM3U7T1KR,WEST BENGAL,NORTH 24 PARAGANAS,SARFARAJPUR PURBA PARA,7.36876853,213.1970192,18452.02299,8.292444792,294.344858,496.270851,10.54509177,94.8377427,3.813881276,1
A2OPG8EOB026ME,WEST BENGAL,NORTH 24 PARAGANAS,RAJBANSI PARA,9.352719753,207.4651604,23558.55475,6.504916049,346.5165347,420.5945919,10.98668253,,3.398264165,1
A19DSLQN7O8UF7,WEST BENGAL,NORTH 24 PARAGANAS,KALITALA PARA,9.393148442,215.0513646,20592.25894,10.08953715,331.3387387,447.0744599,10.77863263,54.42696837,4.665681059,1
A1N5SXOJUJGI6A,WEST BENGAL,NORTH 24 PARAGANAS,PASCHIM PARA,7.296572875,197.6469506,22535.08516,9.288199605,323.4490542,353.0629066,6.039669028,82.53617278,4.679168643,1
A2M4EZS28WRWTA,WEST BENGAL,NORTH 24 PARAGANAS,GHOSHPARA,8.900864697,211.3068119,9592.151333,8.863272376,348.4378199,333.7753271,18.26795085,68.33316991,4.51875067,1
A1TQQQAYEDEY6B,WEST BENGAL,NORTH 24 PARAGANAS,PASCHIMPARA,8.107244313,228.1718587,18364.83142,6.185947771,246.9426113,369.9031987,14.61342264,101.3515254,4.688271256,1
A3MDETK0D5UAIN,WEST BENGAL,NORTH 24 PARAGANAS,MAJHERPARA,7.804368874,216.6738691,14160.68677,6.060143582,281.3559754,468.2125374,15.14754698,62.8606268,4.075556975,1
A2RZFAXI5Y7NLT,WEST BENGAL,NORTH 24 PARAGANAS,CHINGRAPARA,4.666148131,171.2887001,35680.06788,4.894373617,314.6138512,501.9028641,14.21062445,56.91025406,4.556863752,1
A1N07AUA3B1NUU,WEST BENGAL,NORTH 24 PARAGANAS,BISWASPARA,10.90507641,207.0048366,16099.1519,8.186478946,369.6838669,575.3090369,17.55687962,80.74984922,3.720264379,1
A3QLX72AO0DD5Z,WEST BENGAL,NORTH 24 PARAGANAS,DASPARA,4.739548767,162.2468857,27215.90274,2.862535374,372.8150748,437.2175902,15.13047649,65.09129142,2.942348225,1
A3KT9194WQLNLY,WEST BENGAL,NORTH 24 PARAGANAS,DAKHIN PARA,9.869231935,223.7726613,29549.65882,7.716922923,281.1184903,356.1819159,14.20266406,84.01358459,4.736849577,1
A39TEF7LX44K7Q,WEST BENGAL,NORTH 24 PARAGANAS,UTTAR PARA,,182.5822278,19575.47536,10.04838322,424.6889941,383.4909539,19.48294518,76.63479825,4.32920405,1
ABFCYFL69Y41H,WEST BENGAL,NORTH 24 PARAGANAS,T. PURBA PARA,5.827541212,191.0049304,25863.34324,4.823831505,316.0255129,370.3572882,18.36185806,48.65810862,3.179128741,1
AUJLWV0FMI5V6,WEST BENGAL,NORTH 24 PARAGANAS,T. UTTAR PURBA PARA,0.989912213,133.2169416,16922.8539,9.293288644,444.3757307,322.2911912,10.43007634,43.57846551,5.160603788,1
A26Y64M23OISTO,WEST BENGAL,NORTH 24 PARAGANAS,T. PASCHIM PARA,,235.2405873,10443.79653,7.605518818,,319.8429301,8.286550373,80.54035147,3.900508521,1
A3UZ3WQO1TQ99W,WEST BENGAL,NORTH 24 PARAGANAS,T. DAKHIN PARA,9.485832873,218.7382355,15357.83337,8.534458442,315.8313963,429.6222122,15.6211387,64.8260282,3.221129819,1
A16YA8CBBX9CTN,WEST BENGAL,NORTH 24 PARAGANAS,PANITOR KAJETPARA,6.435722717,214.7246693,9363.853988,9.997623567,273.4631394,508.345207,12.92586966,71.42858985,4.925339107,1
ATIMPESKY25N5,WEST BENGAL,NORTH 24 PARAGANAS,PANITOR DASPARA,6.365497241,205.0565358,7040.737621,11.30283119,325.3285434,371.579634,16.35285801,74.31259212,5.125416576,1
A1OC93L36EHWWJ,WEST BENGAL,NORTH 24 PARAGANAS,GHOJHADANGA UTTARPARA,,202.4751623,23828.20768,5.531684613,409.2862103,414.6176551,13.79765641,59.52166408,5.266367539,1
A1CLBQQ7A77FSI,WEST BENGAL,NORTH 24 PARAGANAS,GHOJHADANGA DAKSHINPARA,5.452214926,199.2284675,14446.81239,7.689190529,298.3184183,469.1319513,14.02050742,95.30623862,5.19053381,1
A1J2FKMZPW32HV,WEST BENGAL,NORTH 24 PARAGANAS,GHOJHADANGA PASCHIMPARA,,215.9665791,21852.43794,7.457514884,283.7558239,364.7010954,11.38320988,76.53880284,5.076362464,1
A1W5FYWEWDH25R,WEST BENGAL,NORTH 24 PARAGANAS,NAKUDANGA SARDARPARA,5.433466239,177.8283023,31421.73163,4.58413391,347.0973537,490.2846741,16.06643903,58.41669861,2.871196031,1
A1JNAVLBMYJHAZ,WEST BENGAL,NORTH 24 PARAGANAS,NAKUDANGA NAMASUDRAPARA,7.374775414,217.6986438,12285.89148,10.038245,,358.9832544,16.29371561,93.78437986,3.592264728,1
A1H0W7S2H5HC04,WEST BENGAL,NORTH 24 PARAGANAS,PANITOR,,175.7085533,25954.03176,6.229321818,346.2250616,379.2906459,13.63691003,50.59076525,2.951395753,0
A1V1EP514B5H7Y,WEST BENGAL,NORTH 24 PARAGANAS,ITINDA,5.226941884,177.3196034,28398.5542,6.294517393,336.2929185,328.3874298,18.46309476,62.07590199,2.259550289,0
A309Z6S89J718F,WEST BENGAL,NORTH 24 PARAGANAS,ITINDA MUSLIMPARA,4.594209164,185.6328581,27981.09119,6.761683214,354.7852174,380.7232523,13.98383301,74.57691444,4.917909887,0
A3R8V9EGMG9PXK,WEST BENGAL,NORTH 24 PARAGANAS,ITINDA DAKSHINNIKARIPARA,6.784133024,212.4423382,12827.62101,7.403641894,,328.0335757,10.86177527,89.57703603,5.035822844,0
A15KWUBMC2Y0MF,WEST BENGAL,NORTH 24 PARAGANAS,PAIKPARA (UTTARPARA),6.400256164,172.2990001,15936.24736,4.935997766,340.3929304,435.4056098,11.0756218,58.36599451,4.561493819,0
A29N1H1N0DSOBU,WEST BENGAL,NORTH 24 PARAGANAS,PAIKPARA (DAKSHINPARA),6.839415898,166.8669704,28508.6378,7.238828645,,460.7659944,11.37873797,73.46513313,2.854526552,0
A23YE95SVEUYZL,WEST BENGAL,NORTH 24 PARAGANAS,PAIKPARA (MADHYAPARA),6.901863449,164.7234862,20442.61501,5.163931373,341.537089,468.4163498,10.36262263,65.69487776,4.047907292,0
AYWAGB8DM3DS8,WEST BENGAL,NORTH 24 PARAGANAS,BANGPUKUR (UTTARPARA),,191.5548152,22462.11329,8.18625838,,349.954534,17.24730722,76.76779656,5.260301115,0
A2RURLGD61WYSS,WEST BENGAL,NORTH 24 PARAGANAS,BANGPUKUR (DAKSHINPARA),7.888843574,228.4883938,15824.78873,8.388944214,314.8432913,423.6627075,17.63036246,56.42021031,3.630523985,0
A183KZ8DOY7EJ3,WEST BENGAL,NORTH 24 PARAGANAS,JIRAKPUR(UTTARPARA),5.527633483,218.5189231,22095.63716,6.436288161,,412.8676105,12.64013548,44.32864139,4.59113705,0
AAN998J28WIWP,WEST BENGAL,NORTH 24 PARAGANAS,JIRAKPUR GHOSHPARA,6.492403122,234.914512,18607.21319,8.620697295,302.1313059,442.1042076,14.11682361,65.63675858,4.383394692,0
A2CH71BG8TO5NN,WEST BENGAL,NORTH 24 PARAGANAS,DANDIRHAT (PASCHIM),6.684699737,193.8409311,34157.18447,9.87657405,344.5354072,498.0639962,8.818756567,66.65935223,4.030659831,0
AUCMFAJOBT5CK,WEST BENGAL,NORTH 24 PARAGANAS,DANDIRHAT (PURBA),,196.3346728,24108.12755,7.8431436,352.6239117,428.7706104,10.28767317,73.44593376,5.034682957,0
A3IANUVB302MPN,WEST BENGAL,NORTH 24 PARAGANAS,DANDIRHAT (DAKSHIN),6.223677775,238.0842107,22423.49521,9.3367738,,474.6653317,14.02776594,80.77427549,3.919575057,0
A2J1EGNKT7I82I,WEST BENGAL,NORTH 24 PARAGANAS,GOKNA (PASCHIM),4.758648347,203.5378325,23603.06542,7.667128479,324.0843341,288.9124568,18.06495658,85.9166662,4.405508764,0
A23YPRZKGGP3QI,WEST BENGAL,NORTH 24 PARAGANAS,GOKNA (PURBA),7.440825031,183.3627126,17259.8523,4.610244692,335.6264426,452.9952928,9.700906283,80.53706529,2.496342612,0
A2HOBQ1UZ2QTSA,WEST BENGAL,NORTH 24 PARAGANAS,GOKNA (UTTAR),8.054885744,200.943484,12642.06595,7.309821639,334.4420643,446.7484416,14.94908037,71.20203815,3.514097775,0
A1O8BS2HKE5Y0O,WEST BENGAL,NORTH 24 PARAGANAS,SASHINA,7.061830972,215.946322,24991.76602,9.138390839,321.4733596,431.4246894,12.95044416,64.02559032,4.299018587,0
A1FQ1WQDYAGU77,WEST BENGAL,NORTH 24 PARAGANAS,GACHARATI MADHYA,,214.7378307,12666.00532,7.09269132,302.4917681,319.4230515,15.43383428,92.69393564,5.00587853,0
A2ELDBHEORXNWA,WEST BENGAL,NORTH 24 PARAGANAS,GACHARATI UTTARPARA,7.611609817,222.2522695,25063.68301,8.561123755,287.9481232,505.2654826,18.27375696,68.39541321,2.87326121,0
A27XY8WKDALB34,WEST BENGAL,NORTH 24 PARAGANAS,PURBA BIBI PUR,4.691438315,200.8894064,32182.26232,8.571649638,364.7467863,516.8516225,12.40443875,85.02622691,2.730792274,0
A1HDZQLR9Y5X2A,WEST BENGAL,NORTH 24 PARAGANAS,DAKHIN PASCHIM PARA,8.064170137,209.8393334,8712.002588,8.591510126,355.4437211,338.8481579,18.72131157,106.243066,3.246077223,0
A4ZRAZF766WPQ,WEST BENGAL,NADIA,BALIDANGA,4.292966858,212.8086454,30434.26912,8.630313014,333.4825401,382.922363,15.77992197,39.77551322,2.804923583,0
A2SPYTCUM93BPO,WEST BENGAL,NADIA,SATGHATA,7.865756954,184.9129171,16147.00195,7.321343443,,505.9128645,11.09284167,88.04898896,3.738618343,0
A3T8J8FZ6R8B3W,WEST BENGAL,NADIA,CHANDPUR,9.085637102,238.221968,9001.658753,9.820230919,325.104847,381.3465821,19.19574006,98.49081929,2.544020276,0
A1286MWY9ZAMDN,WEST BENGAL,NADIA,KULGACHI,6.592442508,242.4804727,9381.239931,7.303183678,312.814395,440.6011346,14.0272968,70.92987947,3.060827354,0
A1818NWEJP4RND,WEST BENGAL,NADIA,KALINGA,7.032818726,168.8223953,29370.26418,5.390593423,,521.7808842,21.11924925,58.87676573,3.633373289,0
A2CC7AFBJJVLZ4,WEST BENGAL,NADIA,GONGRA,8.990317234,195.8090284,23728.29401,7.50830529,348.7146126,551.5403898,15.25439184,75.90786933,4.494544339,0
A1JOEJLEL2KJE2,WEST BENGAL,NADIA,RANA BANDHA,8.561218924,205.3668311,16686.31276,8.159299081,,347.8409649,18.89313661,68.08986547,2.813888599,0
A3HXPEOW4KN19,WEST BENGAL,NADIA,GADIGACHHA,6.739157692,156.4827594,30950.6811,6.543089824,363.1796235,425.2888367,11.65345775,70.36704882,5.214484016,0
A35HLZTYAWX5G1,WEST BENGAL,NADIA,TANGRA,,209.4268373,20827.98384,6.59137114,313.8746839,567.6041514,17.95484851,40.140152,4.23825298,0
AGV2SUHV9P47T,WEST BENGAL,NADIA,CHAR SWARUPGANJ,6.492627157,213.0653848,34314.08709,9.041146085,335.2919259,313.254743,11.13531183,70.82910987,3.378778493,0
A2R81O3QF8BXI7,WEST BENGAL,NADIA,SWARUPGANJ,6.753128353,191.9829945,18222.93196,3.920973662,296.196618,389.7424621,9.689143568,92.21961523,5.102516757,0
A34UKAOKNIDCWZ,WEST BENGAL,NADIA,GHOSH PARA,5.039373609,142.860598,40829.35317,7.27154271,,386.8030566,16.82377293,52.29711325,4.957419783,0
A3SH3ZVXS16IBL,WEST BENGAL,NADIA,KHARERMATH NATUN PARA,8.296344056,198.1970512,17468.9998,8.262903987,369.5907405,294.3251422,18.02609815,44.06162518,5.400810789,0
A1G51N43M000F7,WEST BENGAL,NADIA,JAHNABI PARA,5.455599352,152.3867347,37620.24847,5.783579819,,343.4175878,14.40165409,41.10986937,4.476348715,0
A1OR3IQK8AB72I,WEST BENGAL,NADIA,KHARERMATH,7.918183321,224.1520045,20012.17298,9.008726094,302.3936053,421.8900828,22.18784921,72.72786842,4.764193594,0
A21V8AYNDN7TNK,WEST BENGAL,NADIA,RAJIBNAGAR,5.01804587,194.6681671,27317.09944,6.155483653,,313.4779593,10.4074788,85.68527247,5.035153707,0
AXA2AK79YLGEN,WEST BENGAL,NADIA,MAHISURA,6.495435285,252.0109026,32775.63258,8.479302,,330.0450518,9.854011285,80.56107733,3.39047054,0
A3C8ARJQBVVS30,WEST BENGAL,NADIA,KALINAGAR KAPALI PARA,,203.0502439,28184.90053,7.076633582,344.5241793,445.7007612,19.77536713,53.27015158,4.456104061,0
A1TIVD0Y3KJSCN,WEST BENGAL,NADIA,SADGOPE PARA,8.783167624,218.0328398,16183.58665,7.390474096,334.0538855,389.0216156,16.35452024,47.10098207,4.274136884,0
A2E2YEN2AYNHPG,WEST BENGAL,NADIA,MAHISURA,,184.7506979,28499.10733,6.550031094,330.7195488,381.5016036,11.04440513,62.01482209,3.403269587,0
A1YLU9NT0Q9H1V,WEST BENGAL,NADIA,PERMEDIA / KURMIPARA,8.159666704,215.6482163,17068.29886,8.769621767,319.2532011,459.5411588,14.19254435,60.3737223,2.957194849,0
ALYF3U1ERAREB,WEST BENGAL,NADIA,KALABAGAN,7.685396843,230.3357076,7324.701425,7.991366183,331.5125334,492.8503914,14.2339516,74.06865816,4.179187128,0
A39YLXXQHWKFTQ,WEST BENGAL,NADIA,BELDANGA PARA,7.762020745,173.636742,15548.41667,5.018671102,330.3909763,520.6407738,11.14770411,87.4815046,3.256301329,0
AHVASC86C9VPS,WEST BENGAL,NADIA,DAMODARKHALI,7.207931097,204.0103465,18493.87218,5.557863756,311.5682272,437.5120421,12.99459554,31.39045029,4.705561884,0
A2YVSVBU5YZNQT,WEST BENGAL,NADIA,NAMASUDRA PARA,6.9870415,169.7271158,19472.62433,5.017698088,366.0189196,425.670964,17.31468113,48.88219843,4.475161103,0
A5NZUU4AUOWZH,WEST BENGAL,NADIA,RAMPUR,4.692196563,221.5477734,24211.63077,9.363249825,307.7139958,406.551667,12.61825178,60.00314768,4.009006062,0
A3SIOSO6LTWCVE,WEST BENGAL,NADIA,ANDULPOTA,,219.7257126,9840.78282,8.513654609,309.8387324,396.8056521,12.42876341,71.62549657,3.183435323,0
A2DQQUEPK53ORW,WEST BENGAL,NADIA,KHASPARA,4.059431468,200.3830795,25770.00672,8.342129767,,414.157826,11.08483406,,4.330321564,0
A2J8GOBY9PV8WG,WEST BENGAL,NADIA,PAKURGACHHI COLONY,8.389945659,213.6656848,17674.70615,8.348814761,,471.3698805,19.30124821,70.82951341,3.569717312,0
A3Q63ZZGUICVFW,WEST BENGAL,NADIA,PASCHIM PARA,10.69553249,220.4510783,10571.77038,6.521422285,295.9760944,414.2560865,14.7748006,58.73593289,4.154845328,0
A3HPCRD9RX351S,WEST BENGAL,NADIA,JAGNIDAHA,6.791696907,175.8943459,21467.95087,7.101223816,349.4921773,427.2397403,12.55698319,55.25391163,2.817391374,0
A2C7PEKUF924NX,WEST BENGAL,NADIA,JAVA,9.953952112,232.9490019,3773.281147,9.979849622,,339.8830287,18.34359021,82.44900208,4.052905069,0
AEJGD0907C1TJ,WEST BENGAL,NADIA,BHANDARKHOLA,,218.9864062,9836.401847,7.064672495,328.724289,386.3452475,15.54796357,57.32811606,3.837256627,0
A2DHG1HP5MCGMI,WEST BENGAL,NADIA,GOKULNAGAR,4.489783796,188.2519391,14906.04792,8.486030243,374.2269262,518.5852526,11.22657799,65.18275873,3.776225631,0
A1Y3B0IGSIJS7E,WEST BENGAL,NADIA,PANINALA,8.020869103,175.8736762,21759.36393,7.48727812,352.983112,428.6609649,4.966861619,72.30521867,3.442121236,0
A1MPZHCGA5OX6B,WEST BENGAL,NADIA,HARANAGAR,5.090035332,174.2663575,34094.05718,6.741909445,376.6636079,526.3610816,17.10756313,48.5462575,4.83886228,0
A2R6RA8FRBS608,WEST BENGAL,NADIA,PURBA HARANAGAR,6.466874709,214.3372704,14848.12949,7.054937966,304.5732451,304.9563717,12.18082601,,3.408168792,0
A2EJ75UB35C0UL,WEST BENGAL,NADIA,DASPARA,6.702496216,208.5537845,29057.22762,7.029491111,302.7449602,361.9477582,10.61458159,53.87973715,4.267952934,0
A19U4T4I7UZGNM,WEST BENGAL,NADIA,PORAGACHA,5.766204134,179.5726525,27700.12195,6.198937219,,536.2686727,12.82812074,90.0067655,4.47201817,0
A2058UP7ATXFOF,WEST BENGAL,NADIA,RAIL BAZAR UTTARPARA,6.571099217,207.741025,23372.88265,6.280195162,313.8469725,497.9023198,12.87480498,75.4167102,4.555949236,0
A2058UP7ATXFOF,WEST BENGAL,NADIA,RAILBAZAR DAKSHINPARA,8.509220049,200.3043481,10587.30493,6.392545064,307.3989595,585.2226284,11.79899055,63.82756869,2.519891581,0
A19U4T4I7UZGNM,WEST BENGAL,NADIA,ICHHAMOTIPARA,5.953981878,186.4570837,32241.07961,8.439680712,347.7131572,416.0909979,14.63892652,68.90775427,4.071916487,0
A1BPLP0BKERV,WEST BENGAL,NADIA,MRIGOARIPARA,5.403196492,185.6435227,27509.89342,8.257587185,,587.3786921,10.02403918,63.39749985,3.871463111,0
A26859014YM6JS,WEST BENGAL,NADIA,KUTIRPARA,5.596929951,162.7246723,23930.37455,7.45655651,,535.3395605,19.17473871,54.96631665,3.506764606,0
A3Q1DEMHY49CN3,WEST BENGAL,NADIA,VERIPARA,10.63290961,198.3780118,12958.74846,7.135496644,322.6232487,522.0278703,16.7221946,71.77601755,3.722454851,0
A3B8CF4V636M8U,WEST BENGAL,NADIA,KHARBAGAN CHUNARIPARA,4.916819229,162.4567843,22829.12321,4.024455657,360.5904451,541.7723151,11.58014075,,3.836703239,0
A2MZ43MMIBFL7M,WEST BENGAL,NADIA,BISWASPARA (UTTAR),7.183095932,200.368159,13501.67797,7.982096708,358.3318489,617.5409065,11.17654813,71.5368343,3.806539439,0
A92JIDJABMJKY,WEST BENGAL,NADIA,BISWASPARA (DAKSHIN),5.923441415,167.6586022,25951.55404,6.296103203,350.3819811,471.8575107,15.77046418,53.32181233,4.10736363,0
A29BWC41573AF8,WEST BENGAL,NADIA,DASPARA,7.377036504,175.0082757,15340.95184,6.144844982,371.0105238,579.4618244,11.91573964,78.17917084,4.531658688,0
ACYR6O588USK,WEST BENGAL,NADIA,DASPARA,7.833495881,220.9574326,28338.98146,9.370848444,316.2744033,462.1424242,15.33300458,57.03352177,5.580829963,0
A2GEZJHBV92EVR,WEST BENGAL,NADIA,UTTARPALPARA,4.745764371,186.3031371,33153.81298,8.840473501,370.167851,296.9641017,14.78431358,48.45137454,3.699146259,0
A1IQB5BF5VKT0H,WEST BENGAL,NADIA,ROYPARA,9.055825785,196.4758989,20226.28794,5.838594348,298.8035603,342.3594105,12.81363426,84.2792184,5.45691283,0
AJOVLH67GULJD,WEST BENGAL,NADIA,DEWANBERE,5.492155983,176.2714037,26422.09789,8.072933638,366.6447662,500.9387879,7.609797727,59.39678681,3.294129366,0
